股票代碼,股票名稱,本月成交量(千股),本月成交值(千元),本月底市價(元),上月底市價(元),本月平均價(元),發行股份(千股),上市股份(千股),資本額(百萬元),預期回報
1102,亞洲水泥 ACC,164075.575,5525153.749,30.3,34.6,33.67,2985735.483,2985735.483,29857.35483,-0.12427745664739887
1103,嘉新水泥 CHC,78237.953,1389037.958,15.8,18.1,17.75,717877.855,717877.855,7178.77855,-0.12707182320441993
1104,環球水泥 UCC,56618.576,1035835.282,16.25,17.5,18.29,603891.908,603891.908,6038.91908,-0.07142857142857142
1108,幸福水泥 Lucky Cement,39477.362,354373.009,7.92,8.95,8.98,404738.049,404738.049,4047.38049,-0.1150837988826815
1109,信大水泥 HsingTa,9478.885,101209.082,10.05,10.5,10.68,421000.76,421000.76,4210.0076,-0.04285714285714279
1110,東南水泥 TUNA CEMENT,25568.879,308266.615,11,11.35,12.06,572000.797,572000.797,5720.007970000001,-0.030837004405286313
1201,味全食品 Wei-Chuan,167459.375,6713120.802,34.2,43.6,40.09,506062.914,506062.914,5060.62914,-0.21559633027522931
1203,味王 Ve Wong,47425.605,1296756.319,24.4,25.75,27.34,219716.45,219716.45,2197.1645,-0.052427184466019475
1210,大成長城 GREATWALL,107647.951,3809800.743,32.65,35.2,35.39,471112.301,471112.301,4711.123009999999,-0.07244318181818193
1215,卜蜂企業 CPE,55903.452,906709.25,14.9,15.55,16.22,232026.838,232026.838,2320.26838,-0.04180064308681674
1216,統一企業 PEC,226068.482,8405429.446,34.2,39.45,37.18,3897400.264,3897400.264,38974.00264,-0.13307984790874525
1217,愛之味 AGV,136592.798,1759468.974,11.35,13.15,12.88,447689.257,447689.257,4476.89257,-0.1368821292775666
1218,泰山 TAISUN,128379.843,1725531.615,11.85,13.05,13.44,320243.369,320243.369,3202.43369,-0.09195402298850583
1219,福壽 FWUSOW,56448.615,764437.098,12.05,13.25,13.54,274307.957,274307.957,2743.07957,-0.09056603773584901
1220,台榮 TAIROUN,50612.518,547325.154,11.4,9.1,10.81,177077.944,177077.944,1770.77944,0.25274725274725285
1225,福懋油脂 FOPCO,59875.176,996382.066,14.1,16.65,16.64,162700.028,162700.028,1627.0002799999995,-0.15315315315315312
1227,佳格食品 S.F.C,28364.438,1218049.169,40,44.2,42.94,322523.034,322523.034,3225.23034,-0.0950226244343892
1229,聯華實業 LHIC,83915.998,1345705.865,15.05,15.75,16.04,814474.242,814474.242,8144.74242,-0.0444444444444444
1231,聯華食品 Lian Hwa Foods,6120.988,85265.839,13.15,13.9,13.93,115419.0,115419.0,1154.19,-0.0539568345323741
1232,大統益 TTET,4281.06,163626.228,36.6,38.1,38.22,159974.915,159974.915,1599.74915,-0.03937007874015748
1233,天仁 Ten Ren,4446.48,163154.048,35.8,36.1,36.69,90591.948,90591.948,905.91948,-0.008310249307479343
1234,黑松 Hey-Song,37649.542,713685.488,19,18.95,18.96,535828.125,535828.125,5358.28125,0.002638522427440671
1235,興泰 Shin Tai,180.015,6060.363,32.6,33.3,33.67,52944.511,52944.511,529.44511,-0.021021021021020894
1236,宏亞食品 Hunya Foods,1738.15,30984.165,17.55,17.5,17.83,85231.214,85231.214,852.3121400000001,0.002857142857142898
1702,南僑化工 NAMCHOW,95967.843,2790222.537,25,29.7,29.07,294132.962,294132.962,2941.32962,-0.15824915824915822
1301,臺灣塑膠 FPC,201409.976,13798309.27,66.6,67.3,68.51,6120904.597,6120904.597,61209.04597,-0.010401188707280875
1303,南亞塑膠 NPC,263080.092,16553047.733,60,58.3,62.92,7852298.603,7852298.603,78522.98603,0.02915951972555751
1304,臺灣聚合 USI,183288.902,3934070.423,19.65,20.3,21.46,771403.164,771403.164,7714.031639999999,-0.032019704433497644
1305,華夏塑膠 CGPC,225956.811,3047231.195,12.3,12.35,13.49,424803.528,424803.528,4248.03528,-0.004048582995951331
1307,三芳化工 SAN FANG,10751.196,406207.752,35.1,37.2,37.78,297109.442,297109.442,2971.09442,-0.05645161290322584
1308,亞聚 APC,92081.742,2657213.884,27.3,26.3,28.86,260931.631,260931.631,2609.31631,0.03802281368821293
1309,台達化 TTC,128230.755,1839987.11,12.5,13.8,14.35,278615.524,278615.524,2786.15524,-0.09420289855072468
1310,臺灣苯乙烯 T.S.M.C.,426730.656,7368466.372,17.8,13.85,17.27,580340.298,580340.298,5803.40298,0.2851985559566788
1312A,國喬石化        (特 別) GPPC preferred,774,15667.95,19.8,19.05,20.24,20000.0,20000.0,200.0,0.03937007874015748
1313,聯成 UPC,245184.783,4486752.588,16.5,17.4,18.3,848036.256,848036.256,8480.362560000001,-0.051724137931034406
1314,中石化 CPDC,737465.345,9705289.418,11.95,12.4,13.16,1794962.992,1794962.992,17949.629920000003,-0.03629032258064525
1315,達新工業 TAHHSIN,5795.671,134888.653,22.35,23.1,23.27,220000.0,220000.0,2200.0,-0.032467532467532464
1316,上曜 SUN YAD,3264.414,29745.98,9.15,9.24,9.11,65166.085,65166.085,651.66085,-0.009740259740259724
1319,東陽 TYG,75645.968,4047060.443,48.15,58.8,53.5,465049.582,465049.582,4650.49582,-0.18112244897959182
1321,大洋 OPC,18223.7,456541.364,22.15,23.6,25.05,227228.268,227228.268,2272.2826800000003,-0.06144067796610181
1323,永裕 YONYU,12783.903,238404.176,16.25,18.9,18.65,78846.39,78846.39,788.4639,-0.14021164021164015
1324,地球 Globe,24849.585,568872.405,19.35,24.05,22.89,75121.882,75121.882,751.2188199999999,-0.19542619542619538
1325,恒大 UK,8662.475,220439.217,23,27,25.45,91784.33,91784.33,917.8433,-0.14814814814814814
1326,臺灣化纖 FCFC,170630.219,12103374.961,69.3,69.4,70.93,5690472.128,5690472.128,56904.72127999999,-0.0014409221902018517
4306,炎洲 YEMCHIO,160894.705,4006067.416,24.15,23.5,24.9,212688.696,212688.696,2126.88696,0.027659574468085046
1402,遠東新 FENC,309128.156,12143042.892,35.2,40,39.28,4661352.901,4661352.901,46613.52901,-0.11999999999999993
1409,新光合纖 SSFC,647104.513,7636117.383,10.4,11.25,11.8,1454073.831,1454073.831,14540.73831,-0.07555555555555553
1410,南洋染整 NYDF,13091.633,243166.71,15.75,19.6,18.57,90000.0,90000.0,900.0,-0.19642857142857148
1413,宏洲化工 H.C.,16838.993,99613.938,5.42,5.42,5.92,170187.424,170187.424,1701.87424,0.0
1414,東和紡織 TUNG HO,37610.548,227432.997,5.15,6.06,6.05,220000.0,220000.0,2200.0,-0.15016501650165004
1416,廣豐實業 KFIC,96268.503,1046409.277,9.9,11.8,10.87,549783.426,549783.426,5497.83426,-0.1610169491525424
1417,嘉裕 Carnival,139931.594,1278999.164,8.05,8.85,9.14,379883.68,379883.68,3798.8368,-0.09039548022598859
1419,新光紡織 SHINKO.SPIN.,159452.359,5975307.739,36.95,34.15,37.47,300041.28,300041.28,3000.4128,0.0819912152269401
1423,利華羊毛 Reward Wool,43223.768,372569.426,7.99,8.03,8.62,175000.0,175000.0,1750.0,-0.004981320049813095
1434,福懋 Formosa Taffeta,51282.653,1292409.894,23.4,25.9,25.2,1684664.637,1684664.637,16846.646370000002,-0.09652509652509653
1439,中和羊毛 Chuwa Wool,118025.925,4732623.252,44.8,27.25,40.1,92000.0,92000.0,920.0,0.6440366972477063
1440,台南紡織 Tainan Spinning,179453.948,2396543.826,12,12.75,13.35,1493524.0,1493524.0,14935.24,-0.058823529411764705
1441,大東紡織 Tah Tong,29531.411,277076.022,8.86,8.74,9.38,67900.398,67900.398,679.00398,0.013729977116704716
1443,立益紡織 LILYTEXTILE,34767.086,120518.097,3.24,3.12,3.47,293772.942,293772.942,2937.72942,0.03846153846153849
1444,力麗 LEALEA,95137.439,858993.811,8.08,8.86,9.03,767970.0,767970.0,7679.7,-0.08803611738148978
1445,大宇紡織 Universal,11545.32,99978.426,7.7,8.69,8.66,141751.034,141751.034,1417.51034,-0.11392405063291132
1446,宏和紡織 Hong Ho,9047.817,94840.298,11.7,8.9,10.48,138621.513,138621.513,1386.21513,0.3146067415730336
1447,力鵬 LP,196315.663,2912667.2,13.25,13.7,14.84,652866.5,652866.5,6528.665,-0.032846715328467106
1451,年興紡織 NIEN HSING,83632.039,1522021.447,17.3,17.5,18.2,590643.091,590643.091,5906.43091,-0.011428571428571389
1452,宏益纖維 HONG YI,11805.129,107436.475,8.24,8.85,9.1,127539.808,127539.808,1275.3980800000002,-0.06892655367231633
1453,大將 TA JIANG,6230.534,67805.354,9.38,8.91,10.88,40900.0,16549.029,409.0,0.052749719416386155
1454,臺灣富綢 TTF,1930.026,14037.861,6.85,7.32,7.27,133628.427,133628.427,1336.28427,-0.06420765027322413
1455,集盛 ZIG SHENG,237456.446,3296914.227,12,13.15,13.88,482116.575,482116.575,4821.16575,-0.08745247148288976
1457,宜進 YI JINN,96390.033,794378.529,7.81,8.35,8.24,225151.0,225151.0,2251.51,-0.06467065868263473
1459,聯發紡織 Lan Fa Textile,14836.005,142275.561,8.81,9.5,9.59,331129.904,331129.904,3311.29904,-0.07263157894736837
1460,宏遠 Everest Textile,19488.571,133716.923,6.26,6.81,6.86,471189.133,471189.133,4711.89133,-0.08076358296622611
1463,強盛染整 CS,112316.816,1267003.235,9.89,10.75,11.28,188410.769,188410.769,1884.10769,-0.07999999999999995
1464,得力 DE LICACY,9417.45,65859.812,6.42,7.02,6.99,156849.02,156849.02,1568.4902,-0.08547008547008543
1465,偉全 WISHER,5012.696,54482.077,10.2,11.1,10.87,86339.389,86339.389,863.3938899999999,-0.08108108108108111
1466,聚隆纖維 Acelon,3348.317,25077.74,7.02,7.45,7.49,71597.796,71597.796,715.9779599999999,-0.05771812080536921
1467,南緯 TEX-RAY,19778.21,171008.906,8,8.4,8.65,164911.53,164911.53,1649.1153,-0.04761904761904766
1468,昶和纖維 CHANG HO,1393.006,15461.913,10.75,11.35,11.1,160405.244,160405.244,1604.05244,-0.05286343612334799
1470,大統染 EVERTEX,427.451,4158.971,8.87,9.88,9.73,85767.0,85767.0,857.67,-0.10222672064777343
1472,三洋纖維 Tri Ocean,10720.231,58416.361,4.93,5.42,5.45,87500.0,87500.0,875.0,-0.09040590405904063
1473,台南企業 Tainan,12124.928,406975.013,32.3,37.3,33.57,146822.034,146822.034,1468.22034,-0.13404825737265416
1474,弘裕 HONMYUE,18312.357,134256.687,6.93,7.03,7.33,137874.371,137874.371,1378.7437100000002,-0.014224751066856405
1476,儒鴻企業 ECLAT,21955.964,464657.36,19.95,20.9,21.16,193480.384,193480.384,1934.80384,-0.04545454545454542
1477,聚陽 Makalot,12969.902,777172.161,59,60.6,59.92,152973.938,152973.938,1529.73938,-0.026402640264026424
4414,如興 ROO HSING,20300.509,135947.783,6.04,5.88,6.7,68402.193,61070.815,684.0219299999999,0.02721088435374152
1503,士林電機 SEEC,58944.066,2438368.89,38.75,41.25,41.37,520972.223,520972.223,5209.72223,-0.06060606060606061
1504,東元電機 TECO,145672.701,2020746.094,12.95,14,13.87,1823165.915,1823165.915,18231.65915,-0.07500000000000005
1506,正道 R.W.,4487.328,62634.764,13.7,14.1,13.96,102251.616,102251.616,1022.51616,-0.028368794326241162
1507,永大機電 YUNGTAY,42798.923,1074868.699,23.25,25.45,25.11,410820.0,410820.0,4108.2,-0.08644400785854614
1513,中興電工 CHEM,122762.193,2469270.887,17.9,20.2,20.11,492348.339,480000.0,4923.483389999999,-0.11386138613861391
1514,亞力電機 AEC,78251.467,1131667.152,11.9,15.35,14.46,201067.013,201067.013,2010.67013,-0.22475570032573286
1515,力山工業 REXON,23073.555,233851.618,9.09,10.1,10.14,228784.276,228784.276,2287.8427600000005,-0.09999999999999998
1517,利奇機械 Lee Chi,87404.89,1050481.37,10.8,11.15,12.02,227825.007,227825.007,2278.2500700000005,-0.03139013452914795
1519,華城電機 FE,30403.272,946449.235,27.25,32.45,31.13,248627.189,248627.189,2486.27189,-0.16024653312788914
1521,大億 DAIOKU,9274.777,411072.983,37.1,49.5,44.32,76230.0,76230.0,762.3,-0.25050505050505045
1522,堤維西 TYC,44059.978,1120919.229,21.9,27.7,25.44,280286.316,280286.316,2802.8631600000003,-0.2093862815884477
1524,耿鼎 GORDON,29679.897,425495.949,12.35,14.6,14.34,162414.527,162414.527,1624.14527,-0.1541095890410959
1525,江申 KSC,5232.41,253586.755,40.45,61.6,48.46,65948.011,65948.011,659.48011,-0.34334415584415584
1526,日馳 SUNRACE,15761.964,113310.192,6.57,6.6,7.19,62897.0,44686.328,628.97,-0.004545454545454449
1527,鑽全 BASSO,25104.814,871786.925,31.9,34,34.73,173518.6,173518.6,1735.186,-0.061764705882352985
1528,恩德科技 Anderson,18185.977,218546.575,10.75,11.4,12.02,117811.448,117811.448,1178.11448,-0.057017543859649154
1530,亞崴電機 Awea,4848.939,179527.43,35.6,36,37.02,90607.952,90607.952,906.07952,-0.011111111111111072
1531,高林股 Kaulin,38882.039,732679.242,18.8,18.3,18.84,193151.08,193151.08,1931.5108,0.0273224043715847
1533,車王電 MORE,20759.434,608055.799,23.85,27.8,29.29,96415.198,96415.198,964.15198,-0.14208633093525178
1535,中宇 CEC,24298.076,1150505.77,43.45,45.2,47.35,113047.418,113047.418,1130.4741800000002,-0.03871681415929203
1536,和大 HOTA,59665.752,892312.54,13.7,13.65,14.96,157991.4,157991.4,1579.914,0.003663003663003585
1537,廣隆光電 KUNG LONG,29446.025,1174786.796,33.4,41.75,39.9,67138.874,67138.874,671.38874,-0.20000000000000004
1539,巨庭機械 GEETECH,1790.335,15319.853,7.65,8.4,8.56,65370.0,65370.0,653.7,-0.08928571428571429
1540,喬福機械 JOHNFORD,4609.256,150463.888,31.5,33.85,32.64,85473.612,85473.612,854.7361199999999,-0.06942392909896607
1541,錩泰 Chang Type,2733.091,57936.076,19.2,24,21.2,71782.789,71782.789,717.82789,-0.20000000000000004
1560,中砂 KINIK,89410.43,4136694.094,46.2,39.45,46.27,141000.0,141000.0,1410.0,0.17110266159695817
1583,程泰 GOODWAY,1206.392,36659.501,27.8,29.6,30.39,94599.617,94599.617,945.99617,-0.060810810810810835
2049,上銀科技 HIWIN,62582.239,2792373.451,41.95,41.85,44.62,223389.747,223389.747,2233.8974700000003,0.002389486260454036
4526,東台 TOPPER,18123.592,489966.343,25.5,25.5,27.03,206902.273,206902.273,2069.02273,0.0
4532,瑞智 RECHI,93997.065,1122831.287,11.1,11.7,11.95,383038.286,383038.286,3830.38286,-0.05128205128205125
6605,帝寶 DEPO,7157.541,590774.631,76.9,84.5,82.54,165816.397,165816.397,1658.16397,-0.0899408284023668
8374,羅昇 ACE PILLAR,18429.729,642650.9,35.25,33.75,34.87,63257.198,63257.198,632.5719799999999,0.044444444444444446
1603,中華電纜 CWCO,99236.763,1325089.328,11.75,14.35,13.35,342300.0,342300.0,3423.0,-0.18118466898954702
1605,華新麗華 WALSIN,457993.591,5685591.857,10.95,11.95,12.41,3069200.422,3069200.422,30692.00422,-0.08368200836820085
1608,華榮 HE,125862.969,1508354.524,10.9,11.5,11.98,632773.506,632773.506,6327.735060000001,-0.05217391304347823
1609,大亞電纜 TA YA,86843.155,762591.557,8,8.65,8.78,574341.189,574341.189,5743.41189,-0.07514450867052026
1611,中國電器 CE,46216.254,1064119.33,20.05,25,23.02,381717.54,381717.54,3817.1754,-0.19799999999999998
1612,宏泰電工 Hong Tai,66098.838,963341.176,12.85,14.15,14.57,324151.063,324151.063,3241.51063,-0.09187279151943467
1614,三洋電機 SANYO,11527.792,398026.085,31.9,34.1,34.53,316604.007,316604.007,3166.04007,-0.06451612903225815
1615,大山電纜 Dah San,7525.504,102934.134,12.7,13.35,13.68,96850.029,96850.029,968.50029,-0.048689138576779055
1616,億泰電纜 Evertop,27540.214,204400.185,6.96,7.33,7.42,194148.515,194148.515,1941.48515,-0.050477489768076415
1617,榮星電線 JSW,5284.546,41325.298,7.48,7.5,7.82,118108.054,118108.054,1181.08054,-0.0026666666666666098
1618,合機電纜 Hold-Key,91452.003,2084299.439,20.35,22.5,22.79,233849.208,233849.208,2338.49208,-0.09555555555555549
1802,臺灣玻璃 Taiwan Glass,81123.824,2294613.419,26.75,26.2,28.29,2008522.744,2008522.744,20085.22744,0.02099236641221377
1806,冠軍 CHAMPION,153461.178,3099374.741,18.75,20.1,20.2,369199.184,369199.184,3691.99184,-0.06716417910447768
1809,中國製釉 China Glaze,81803.834,1672745.071,17.5,21.05,20.45,169728.527,169728.527,1697.28527,-0.16864608076009505
1810,和成欣業 HCG,47035.135,520570.608,10.85,11.4,11.07,377053.61,377053.61,3770.5361,-0.04824561403508778
1902,台灣紙業 TPPC,112425.314,1218208.103,9.91,10.65,10.84,335767.5,335767.5,3357.675,-0.0694835680751174
1903,士林紙業 Shihlin Paper,42062.531,3324465.895,71.1,79.6,79.04,260039.121,260039.121,2600.39121,-0.10678391959798995
1904,正隆 Cheng Loong,149092.133,1917337.353,12.1,12.65,12.86,1032084.847,1032084.847,10320.84847,-0.04347826086956527
1905,中華紙漿 CHP,178460.049,2775931.765,14.25,15,15.55,598440.113,598440.113,5984.40113,-0.05
1906,寶隆 P.L,18910.442,154115.87,7.66,7.37,8.15,151000.0,151000.0,1510.0,0.03934871099050204
1907,永豐餘 YFY,146444.544,1999792.482,12.35,14,13.66,1603758.81,1603758.81,16037.5881,-0.11785714285714288
1909,榮成紙業 LCP,94402.554,1046001.815,10.25,10.95,11.08,697113.309,697113.309,6971.13309,-0.06392694063926935
1532,勤美 CMP,70849.715,3328753.477,43,44.9,46.98,276901.686,258059.731,2769.01686,-0.042316258351893066
2002A,中國鋼鐵        (特 別) China Steel preferred,420,16213.45,37.8,37.9,38.6,38268.0,38268.0,382.68,-0.002638522427440671
2006,東和鋼鐵 Tung Ho Steel,264156.719,9700491.181,35.7,34.65,36.72,947072.482,947072.482,9470.72482,0.03030303030303043
2007,燁興 YH,65309.308,537526.226,7.57,6.74,8.23,618285.895,197452.324,6182.85895,0.12314540059347182
2009,第一伸銅 First Copper Technology,134295.158,1961325.483,13.45,13.15,14.6,359622.165,359622.165,3596.22165,0.022813688212927674
2010,春源鋼鐵 Chun Yuan Steel,92488.853,1330954.821,12.65,14.6,14.39,593417.069,593417.069,5934.170690000001,-0.1335616438356164
2012,春雨工廠 Chun Yu,67692.184,716042.716,9.55,9.8,10.58,287774.0,287774.0,2877.74,-0.02551020408163265
2013,中鋼構 CSSC,54196.641,1458701.065,24.9,24.8,26.91,160903.823,160903.823,1609.03823,0.004032258064516043
2015,豐興鋼鐵 FH,98510.908,5608561.133,52.2,54.1,56.93,581599.424,581599.424,5815.99424,-0.03512014787430681
2017,官田鋼 Quintain Steel,175123.45,1958724.094,10.3,10.7,11.18,338095.527,338095.527,3380.95527,-0.03738317757009333
2020,美亞 MAYER PIPE,62028.358,1656821.62,23.3,28.2,26.71,205413.484,205413.484,2054.13484,-0.1737588652482269
2022,聚亨 TYCOONS,479313.629,3679294.12,7.44,6.12,7.68,552230.397,552230.397,5522.30397,0.21568627450980396
2023,燁輝 YP,308917.656,4169316.596,12.2,12.95,13.5,1454219.247,1454219.247,14542.192469999998,-0.05791505791505792
2024,志聯工業 CHIH LIEN,38405.41,273455.717,6.55,6.25,7.12,93100.0,93100.0,931.0,0.04799999999999997
2027,大成鋼 TC,143138.591,3613151.092,23.5,25,25.24,467831.511,467831.511,4678.3151100000005,-0.06
2029,盛餘 Sheng Yu Steel,16423.865,391229.18,22.45,23.7,23.82,321180.0,321180.0,3211.8,-0.052742616033755275
2030,彰源 FROCH,34349.39,602819.97,16.05,17.55,17.55,272881.931,272881.931,2728.8193099999994,-0.08547008547008547
2031,新光鋼鐵 Hsin Kuang Steel,146995.72,5212877.56,32.5,34.35,35.46,272166.941,272166.941,2721.66941,-0.05385735080058228
2032,新鋼工業 Sinkang,74874.962,1726460.335,22.1,19.95,23.06,126695.345,126695.345,1266.95345,0.10776942355889735
2033,佳大世界 Chia Ta,12935.025,283226.383,18.5,23,21.9,80694.536,80694.536,806.9453599999998,-0.1956521739130435
2034,允強 Yeun Chyang Industrial,89754.798,2480668.651,24.95,27.5,27.64,369231.653,369231.653,3692.31653,-0.09272727272727276
2038,海光企業 HAIKWANG,37480.757,812485.79,21.2,19.75,21.68,174000.0,174000.0,1740.0,0.0734177215189873
9958,世紀鋼 CIAS,43322.136,553416.771,12.05,12.25,12.77,131606.382,131606.382,1316.06382,-0.01632653061224484
2101,南港輪胎 Nan Kang Rubber Tire,545458.853,25226015.377,44.8,41.5,46.25,677144.78,677144.78,6771.447800000001,0.07951807228915656
2102,泰豐輪胎 FEDERAL CORP,168013.935,4662146.215,24.6,27.5,27.75,335424.195,335424.195,3354.24195,-0.1054545454545454
2103,台橡 TSRC,98069.679,4007335.7,38.25,39.55,40.86,649909.469,649909.469,6499.094690000001,-0.03286978508217439
2104,中國橡膠 China Synthetic Rubber,99373.095,3335475.016,30.95,34.2,33.57,549224.105,549224.105,5492.24105,-0.09502923976608196
2105,正新橡膠 CST,245858.64,16618774.88,61.5,73.5,67.59,1648317.079,1648317.079,16483.17079,-0.16326530612244897
2106,建大工業 Kenda Rubber Ind.,68254.468,2496144.192,32.7,38.55,36.57,552600.0,552600.0,5526.0,-0.1517509727626458
2107,厚生 Formosan Rubber Group,323696.489,9835795.253,27,29.35,30.39,503652.432,503652.432,5036.52432,-0.08006814310051112
2108,南帝化工 Nantex,48701.201,1115509.018,21.1,24.4,22.91,316154.532,316154.532,3161.54532,-0.13524590163934416
2109,華豐橡膠 Hwa Fong,91200.166,1530722.395,14.7,17.5,16.78,322356.731,322356.731,3223.5673100000004,-0.16000000000000003
2201,裕隆汽車 Yulon Motor,207086.192,7560069.991,32.2,37.7,36.51,1570435.418,1570435.418,15704.35418,-0.1458885941644562
2204,中華汽車 China-Motor,151717.201,3247997.558,18.5,22.4,21.41,1391300.854,1391300.854,13913.00854,-0.1741071428571428
2206,三陽工業 Sanyang Industry,117239.095,1613236.999,12.1,13.8,13.76,845638.5,845638.5,8456.385,-0.12318840579710152
2207,和泰汽車 Hotai Motor,4003.737,295084.993,69.9,76.9,73.7,546179.184,546179.184,5461.79184,-0.09102730819245773
2227,裕日車 YNM,3957.212,275841.171,62.2,76.5,69.71,300000.0,300000.0,3000.0,-0.18692810457516337
1436,福益 FUI,7614.962,68604.042,8.57,8.79,9.01,330000.0,330000.0,3300.0,-0.025028441410693842
1442,名軒 ADVANCETEK,32789.844,632606.203,19.55,17.25,19.29,172808.445,172808.445,1728.0844500000003,0.1333333333333334
1808,國賓大 KOBIN,25124.572,554420.474,19.9,20.5,22.07,113216.0,113216.0,1132.16,-0.029268292682926897
2501,國建 Cathay Const.,319753.02,4725067.457,14.15,13.2,14.78,1656515.798,1656515.798,16565.15798,0.07196969696969706
2504,國產 CATHAYRED GDC,444194.232,6880824.1,13.45,14.75,15.49,1474760.565,1474760.565,14747.605649999998,-0.08813559322033904
2505,國揚 Ky,544193.834,11912191.732,24.15,16.35,21.89,442600.0,404600.0,4426.0,0.47706422018348604
2509,全坤建 CHAINQUI,48623.829,1306004.543,27.75,25.25,26.86,150038.454,150038.454,1500.38454,0.09900990099009901
2511,太子 PHD,292985.022,4884415.323,15.25,15.25,16.67,957910.798,957910.798,9579.10798,0.0
2515,中工 BES,310816.344,2733700.645,8,8.69,8.8,1525017.485,1525017.485,15250.17485,-0.07940161104718062
2516,新建 New Asia,18723.795,146810.296,7,7.95,7.84,209179.91,209179.91,2091.7991,-0.11949685534591196
2520,冠德 Kindom,327947.284,9866831.576,26.4,27,30.09,489403.671,489403.671,4894.03671,-0.022222222222222275
2524,京城 KTC,56047.295,1925579.418,29.3,32.5,34.36,305849.633,305849.633,3058.4963299999995,-0.09846153846153843
2527,宏璟 Hung Ching,146772.412,3135564.283,20.4,17.8,21.36,270306.0,270306.0,2703.06,0.14606741573033696
2530,華建 Delpha Construction,119428.132,1478305.589,11.6,10.95,12.38,253891.529,239392.154,2538.91529,0.059360730593607344
2534,宏盛 HSC,429732.965,8222917.245,19.3,15.7,19.13,556159.12,556159.12,5561.5912,0.22929936305732493
2535,達欣工 DA CIN,63215.637,1413432.376,19.5,20.8,22.36,276562.04,276562.04,2765.6204,-0.06250000000000003
2536,宏普 Hung Poo,53535.526,2727801.762,45.6,51.4,50.95,289930.64,289930.64,2899.3064000000004,-0.11284046692606998
2537,聯上開發 WE &WIN,10139.39,181082.385,17.1,12.15,17.86,31797.166,20097.166,317.97166000000004,0.4074074074074075
2538,基泰 Kee Tai,183608.476,3293263.446,16.3,16.15,17.94,367147.179,331379.714,3671.47179,0.00928792569659456
2539,櫻建 SAKURAD,747.645,20972.484,26.75,29.25,28.05,22000.0,13750.0,220.0,-0.08547008547008547
2542,興富發 Highwealth,318241.083,16242008.714,49.1,47.25,51.04,670327.355,670327.355,6703.27355,0.03915343915343918
2543,皇昌 Hwang Chang,94375.348,729149.218,6.71,6.25,7.73,181204.788,181204.788,1812.04788,0.0736
2545,皇翔 Huang Hsiang,98934.806,6346578.377,56.4,61.5,64.15,327734.808,327734.808,3277.34808,-0.0829268292682927
2546,根基 Kedge,9085.172,229119.786,23.2,25.7,25.22,66375.982,66375.982,663.7598200000001,-0.09727626459143969
2547,日勝生 Radium,262104.021,7598855.771,26.6,26.9,28.99,614912.272,614912.272,6149.122719999999,-0.011152416356877219
2548,華固 HUAKU,90417.125,7892612.2,80.3,81.4,87.29,241433.41,241433.41,2414.3341,-0.013513513513513617
2841,台開 TDC,161402.362,2275299.93,12.45,13.5,14.1,394419.033,394419.033,3944.19033,-0.07777777777777783
5515,建國 CHIEN KUO,68651.931,1317439.103,17.4,18.9,19.19,292782.114,292782.114,2927.82114,-0.07936507936507937
5522,遠雄建設 Farglory,94599.903,7131066.16,68,70.8,75.38,706383.328,706383.328,7063.833279999999,-0.03954802259887002
5525,順天 SWEETEN,27370.789,535302.963,17.2,18.15,19.56,210138.975,210138.975,2101.38975,-0.05234159779614322
5531,鄉林建設 SHINING,54703.275,2095692.579,35,37.2,38.31,369514.011,369514.011,3695.14011,-0.05913978494623663
5533,皇鼎建設 FOUNDING,31968.202,849666.051,24.3,26.2,26.58,177775.293,177775.293,1777.75293,-0.0725190839694656
5534,長虹 CHONG HONG,49073.55,3419471.074,62,64.9,69.68,226319.186,226319.186,2263.19186,-0.04468412942989222
2208,台船公司 CSBC,137523.329,4267048.412,28.6,30.6,31.03,672793.98,672793.98,6727.9398,-0.06535947712418301
2601,益航 FSC,124102.418,6463703.132,47.25,50.4,52.08,268606.8,268606.8,2686.068,-0.06249999999999997
2603,長榮 EMC,309813.731,5921845.09,18.5,17.85,19.11,3060938.941,3060938.941,30609.38941,0.03641456582633045
2605,新興 SNC,117228.93,5037019.626,39.5,42.5,42.97,568304.171,568304.171,5683.04171,-0.07058823529411765
2606,裕民 U-Ming,165834.458,11098504.421,60.9,65,66.93,858016.712,858016.712,8580.167120000002,-0.0630769230769231
2607,榮運 EITC,308050.017,8958128.794,25.25,28.6,29.08,1067141.094,1067141.094,10671.410940000002,-0.11713286713286718
2608,大榮 T.JOIN,23787.911,548141.865,21,22.95,23.04,483582.498,483582.498,4835.82498,-0.08496732026143788
2609,陽明 YMTC,274713.497,3426507.13,11.5,12.15,12.47,2562466.476,2562466.476,25624.66476,-0.0534979423868313
2610,華航 CAL,402335.322,4521559.784,10.7,11.35,11.24,3969338.389,3969338.389,39693.38389,-0.05726872246696039
2611,志信 TSI,3308.9,46946.414,13.1,14.2,14.19,181395.376,181395.376,1813.95376,-0.07746478873239435
2612,中航 CMT,35309.364,3161273.168,82.9,89.3,89.53,256473.497,256473.497,2564.7349700000004,-0.07166853303471435
2613,中櫃 CCTC,28998.614,574662.478,17.45,18.55,19.82,89001.0,89001.0,890.01,-0.05929919137466315
